"chemid_x","trait_beta","trait_se","n","trait_p_val","trait_p_val_Bonf","trait_p_val_fdr","int_main_beta","int_main_se","int_main_p_val","int_cross_beta","int_cross_se","int_cross_p_val","interaction_term","cross_term","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named","model","trait","metaboltie","chemical_name"
"X100001579",-0.0021112714506937,0.039,3182,0.956653843846626,1,0.99144186561363,-0.189898554395889,0.052,0.000279454,0.00649859560328247,0.05,0.896961429449587,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001579","2-hydroxypalmitate"
"X100001579",0.0404359367509826,0.027,3299,0.129577861536682,1,0.684771551631176,0.551848922938002,0.035,0,0.00184932614649034,0.037,0.959693028716284,"GENDERMale","X100022127:GENDERMale",0,0.164454290425289,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001579","2-hydroxypalmitate"
"X100001579",0.0492117300504783,0.027,3182,0.0669834845725383,1,0.512761011775839,0.497379229350176,0.044,0,-0.00542398168965667,0.036,0.881860577917431,"GENDERMale","X100022127:GENDERMale",0,0.29008500418801,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001579","2-hydroxypalmitate"
"X100001579",-0.0298213484579629,0.038,3256,0.438454640244188,1,0.901974162960142,-0.163767489227656,0.051,0.001379946,0.0111995255509243,0.049,0.819398368025554,"GENDERMale","X100022127:GENDERMale",0,0.0448059026404844,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001579","2-hydroxypalmitate"
"X100001579",0.0458719021384006,0.027,3256,0.0838565653263941,1,0.54065217218531,0.565128107000505,0.041,0,0.00196496030275108,0.037,0.958028417064024,"GENDERMale","X100022127:GENDERMale",0,0.26708204779949,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001579","2-hydroxypalmitate"
"X100001579",-0.0388217925702519,0.039,3299,0.321815812499728,1,0.821477205591412,-0.13551632697443,0.044,0.001872825,0.0159141178291546,0.05,0.747990350561469,"GENDERMale","X100022127:GENDERMale",0,0.0854044828962508,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001579","2-hydroxypalmitate"
"X100001580",0.0101841596342106,0.03,3256,0.731401162404353,1,0.949426341831031,-0.171004255132361,0.051,0.000732366,-0.0595706304025145,0.042,0.154022561866704,"GENDERMale","X100022127:GENDERMale",0,0.0225387229513901,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001580","docosapentaenoate (n6 DPA; 22:5n6)"
"X100001580",0.0167659432150677,0.03,3182,0.58192794265859,1,0.981162623120958,-0.20020405773868,0.052,0.000123589,-0.0576554021679574,0.044,0.18970668029942,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001580","docosapentaenoate (n6 DPA; 22:5n6)"
"X100001580",0.00601584671067433,0.03,3299,0.84139289358913,1,0.993700279577227,-0.141249698192693,0.043,0.001152668,-0.0494282581811862,0.042,0.237797560792207,"GENDERMale","X100022127:GENDERMale",0,0.00274458799127851,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001580","docosapentaenoate (n6 DPA; 22:5n6)"
"X100001580",0.0288183103743553,0.026,3299,0.267979727494918,1,0.851824537776418,0.547295292564988,0.036,0,-0.0331329411036772,0.038,0.3880752161472,"GENDERMale","X100022127:GENDERMale",0,0.0696498537346732,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001580","docosapentaenoate (n6 DPA; 22:5n6)"
"X100001580",0.0167064768936112,0.025,3182,0.500575046191834,1,0.881733302073341,0.492945957051715,0.045,0,-0.0291804464274676,0.038,0.443725207743142,"GENDERMale","X100022127:GENDERMale",0,0.0546627560847117,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001580","docosapentaenoate (n6 DPA; 22:5n6)"
"X100001580",0.0255787859648175,0.026,3256,0.318801034333239,1,0.892029817220891,0.558001745628538,0.041,0,-0.0258466076154803,0.038,0.501580190451845,"GENDERMale","X100022127:GENDERMale",0,0.0496206285408386,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001580","docosapentaenoate (n6 DPA; 22:5n6)"
"X100001586",0.0551343020823485,0.037,3256,0.138010831118369,1,0.661817295102705,-0.167216800489627,0.05,0.000914117,-0.0333069131931114,0.049,0.493169203395864,"GENDERMale","X100022127:GENDERMale",0,0.179261887720856,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001586","gulonate*"
"X100001586",0.0505887379247568,0.037,3299,0.17177714047075,1,0.684755450369703,-0.138598460021833,0.043,0.001437674,-0.0378481995937025,0.048,0.426159083390287,"GENDERMale","X100022127:GENDERMale",0,0.164464502256088,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001586","gulonate*"
"X100001586",0.00160577615470135,0.034,3299,0.96199421915915,1,0.987088419632518,0.548771373389607,0.035,0,0.00909340143670725,0.043,0.832552843062961,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001586","gulonate*"
"X100001586",-0.00657444500654985,0.033,3182,0.841125264910901,1,0.975795487679617,0.497723329257432,0.044,0,0.0117618175526572,0.043,0.782885793316802,"GENDERMale","X100022127:GENDERMale",0,0.0106411945045213,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001586","gulonate*"
"X100001586",0.0490356520054937,0.038,3182,0.192647539891258,1,0.953567554007618,-0.19443420872493,0.052,0.000186206,-0.0255969189701741,0.05,0.607491940251526,"GENDERMale","X100022127:GENDERMale",0,0.0206485346122072,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001586","gulonate*"
"X100001586",0.00297406116248916,0.034,3256,0.929369937925857,1,0.987975662924106,0.559956304626057,0.041,0,0.00313897458714832,0.043,0.941448354762444,"GENDERMale","X100022127:GENDERMale",0,0.00525375337587936,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001586","gulonate*"
"X100001590",-0.0420085411803267,0.025,3182,0.0896949351002633,1,0.561316690627454,0.496446220153501,0.045,0,-0.00268166197334392,0.039,0.945571572828889,"GENDERMale","X100022127:GENDERMale",0,0.250792043938116,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001590","isobutyrylglycine"
"X100001590",0.0559009840622855,0.032,3182,0.0849934524159061,1,0.824436488434289,-0.187764016548547,0.052,0.000291003,-0.0509020322050988,0.048,0.285665464479637,"GENDERMale","X100022127:GENDERMale",0,0.08384279518615,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001590","isobutyrylglycine"
"X100001590",0.052563810999902,0.033,3256,0.10995770546853,1,0.606223458165751,-0.158995103925761,0.05,0.00152121,-0.0444883574309991,0.048,0.351893539513228,"GENDERMale","X100022127:GENDERMale",0,0.217367262368218,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001590","isobutyrylglycine"
"X100001590",-0.0440358093977681,0.025,3299,0.0822723560860687,1,0.576897725808337,0.547516738719646,0.036,0,-0.00318370320043784,0.04,0.936619570736342,"GENDERMale","X100022127:GENDERMale",0,0.238901173073123,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001590","isobutyrylglycine"
"X100001590",-0.0446336905563113,0.026,3256,0.0831344803666493,1,0.54065217218531,0.557650971638509,0.042,0,-0.00232244874812558,0.04,0.95381127886589,"GENDERMale","X100022127:GENDERMale",0,0.26708204779949,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001590","isobutyrylglycine"
"X100001590",0.0577617975607908,0.033,3299,0.0834096534939107,1,0.564469980621582,-0.132540262410224,0.043,0.002157715,-0.0426150441057921,0.048,0.376730781166173,"GENDERMale","X100022127:GENDERMale",0,0.248359149570832,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001590","isobutyrylglycine"
"X100001593",-0.00949821866724564,0.032,3182,0.764755601822732,1,0.98932682724665,-0.193484382445018,0.053,0.000289818,0.0255657388553656,0.045,0.566041787064192,"GENDERMale","X100022127:GENDERMale",0,0.00466021414384175,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001593","glutarylcarnitine (C5-DC)"
"X100001593",-0.0428717745236964,0.033,3299,0.190638935612804,1,0.766055521912899,0.567661660379753,0.039,0,0.0231335562506812,0.043,0.591737384968699,"GENDERMale","X100022127:GENDERMale",0,0.115739752578161,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001593","glutarylcarnitine (C5-DC)"
"X100001593",-0.0330307690094427,0.031,3182,0.280935912550746,1,0.797931614735472,0.517125134555554,0.047,0,-0.00474803544802169,0.042,0.910874180317868,"GENDERMale","X100022127:GENDERMale",0,0.0980343274658812,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001593","glutarylcarnitine (C5-DC)"
"X100001593",-0.0122596985064616,0.031,3256,0.696175187128354,1,0.947379813280052,-0.164745455687105,0.052,0.001697518,0.0267733633155625,0.044,0.538722406540059,"GENDERMale","X100022127:GENDERMale",0,0.0234758734337783,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001593","glutarylcarnitine (C5-DC)"
"X100001593",-0.00104629310898706,0.031,3299,0.9727288065745,1,0.996185689307347,-0.140146225289117,0.046,0.00223281,0.0173816810300065,0.042,0.68083462798446,"GENDERMale","X100022127:GENDERMale",0,0.00165970141059427,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001593","glutarylcarnitine (C5-DC)"
"X100001593",-0.0395659230653685,0.031,3256,0.206204191478033,1,0.757293971680833,0.576840133848542,0.045,0,0.0159813232203144,0.042,0.705786277411616,"GENDERMale","X100022127:GENDERMale",0,0.120735500294323,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001593","glutarylcarnitine (C5-DC)"
"X100001597",-0.0338504935513794,0.032,3182,0.292890000357946,1,0.797931614735472,0.501285301383073,0.044,0,0.0499648061673238,0.042,0.237444553609683,"GENDERMale","X100022127:GENDERMale",0,0.0980343274658812,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001597","tiglylcarnitine (C5:1-DC)"
"X100001597",0.06757125302884,0.035,3256,0.0555085557122208,1,0.45861201466419,-0.179833403862743,0.054,0.000920389,-0.0749832286918415,0.046,0.10551592062352,"GENDERMale","X100022127:GENDERMale",0,0.338554571860746,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001597","tiglylcarnitine (C5:1-DC)"
"X100001597",0.0659215942047477,0.035,3299,0.0619931110647509,1,0.522898415067899,-0.150239762186029,0.048,0.001850112,-0.0782411275470692,0.045,0.0828341600525143,"GENDERMale","X100022127:GENDERMale",0,0.281582674537353,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001597","tiglylcarnitine (C5:1-DC)"
"X100001597",0.0685775746802472,0.036,3182,0.055994241091346,1,0.821890170184197,-0.209895412649043,0.055,0.000140216,-0.0684807079765284,0.047,0.145141278280598,"GENDERMale","X100022127:GENDERMale",0,0.0851862136884197,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001597","tiglylcarnitine (C5:1-DC)"
"X100001597",-0.0286773420835104,0.033,3299,0.383339927187764,1,0.943481138036518,0.552365762920712,0.037,0,0.0430814774259876,0.044,0.323800320041871,"GENDERMale","X100022127:GENDERMale",0,0.0252667777762525,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001597","tiglylcarnitine (C5:1-DC)"
"X100001597",-0.0241682116417319,0.033,3256,0.457752412032572,1,0.933920579010744,0.56347003112843,0.042,0,0.0357475154684439,0.044,0.413584040495252,"GENDERMale","X100022127:GENDERMale",0,0.0296900547805607,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001597","tiglylcarnitine (C5:1-DC)"
"X100001606",0.0357193092292549,0.03,3299,0.228077577907587,1,0.79009125609796,0.524860659382833,0.042,0,-0.0236986679010691,0.044,0.589813973358771,"GENDERMale","X100022127:GENDERMale",0,0.102322744493188,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001606","cholesterol sulfate"
"X100001606",0.0255044364563438,0.032,3182,0.421783793055934,1,0.865058186255204,0.496581357314986,0.053,0,-0.0503339373717333,0.044,0.248864049970839,"GENDERMale","X100022127:GENDERMale",0,0.0629546796800714,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001606","cholesterol sulfate"
"X100001606",-0.030947719286581,0.043,3182,0.468459017041382,1,0.981162623120958,-0.181837947147754,0.059,0.002165133,0.0450733660914966,0.053,0.392598644111738,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001606","cholesterol sulfate"
"X100001606",-0.0521014089782693,0.04,3256,0.196459347061403,1,0.732944487113694,-0.13860772674842,0.055,0.012295304,0.0560298907507886,0.053,0.286079478748258,"GENDERMale","X100022127:GENDERMale",0,0.134928917382302,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001606","cholesterol sulfate"
"X100001606",-0.0474161112533681,0.041,3299,0.246670914089291,1,0.761217605389563,-0.117406016318871,0.05,0.019591141,0.0591423542343747,0.053,0.263645799918475,"GENDERMale","X100022127:GENDERMale",0,0.118491175935305,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001606","cholesterol sulfate"
"X100001606",0.0362304621257841,0.03,3256,0.223901386244034,1,0.766729144270395,0.537143236342467,0.047,0,-0.0251745183285379,0.045,0.573803127133533,"GENDERMale","X100022127:GENDERMale",0,0.115358028389453,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001606","cholesterol sulfate"
"X100001609",-0.000450780975063027,0.03,3256,0.988151880644081,1,0.998592998993649,-0.169823909431756,0.05,0.000746415,0.0499209649584784,0.044,0.255090578533192,"GENDERMale","X100022127:GENDERMale",0,0.00061148305267367,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001609","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)"
"X100001609",-0.00735019882082901,0.029,3182,0.798126162138587,1,0.99144186561363,-0.196822572313655,0.051,0.000129761,0.0577590479188317,0.044,0.19183579576222,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001609","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)"
"X100001609",0.0182381207519075,0.036,3299,0.60805472703157,1,0.973361896697123,0.534253513808683,0.038,0,0.0461885773133985,0.046,0.31079110927016,"GENDERMale","X100022127:GENDERMale",0,0.0117256586863826,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001609","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)"
"X100001609",0.00522935691196901,0.03,3299,0.862801549599382,1,0.993700279577227,-0.14477331284103,0.044,0.000930094,0.0516591745053913,0.043,0.230192685808309,"GENDERMale","X100022127:GENDERMale",0,0.00274458799127851,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001609","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)"
"X100001609",0.0151033898826053,0.033,3182,0.647488044811263,1,0.941284181138499,0.485009133560492,0.048,0,0.0428624717508269,0.044,0.324694431280985,"GENDERMale","X100022127:GENDERMale",0,0.0262792398374023,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001609","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)"
"X100001609",0.02052640045567,0.034,3256,0.547323190394419,1,0.933920579010744,0.546250090643965,0.044,0,0.0406422196700428,0.045,0.365115718003131,"GENDERMale","X100022127:GENDERMale",0,0.0296900547805607,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001609","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)"
"X100001613",0.0659259151019378,0.036,3182,0.0701640668390539,1,0.824436488434289,-0.188853735704955,0.051,0.000233002,-0.0788888958155969,0.045,0.0789116179522602,"GENDERMale","X100022127:GENDERMale",0,0.08384279518615,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001613","tetradecanedioate (C14-DC)"
"X100001613",-0.018658535843368,0.027,3182,0.485371369935698,1,0.881733302073341,0.498843871951643,0.044,0,0.0356004313557093,0.038,0.344385397483984,"GENDERMale","X100022127:GENDERMale",0,0.0546627560847117,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001613","tetradecanedioate (C14-DC)"
"X100001613",-0.0114649747903944,0.028,3256,0.68208213862257,1,0.966992346719105,0.562356342899173,0.041,0,0.0330908366971158,0.038,0.38814644411866,"GENDERMale","X100022127:GENDERMale",0,0.0145769631360409,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001613","tetradecanedioate (C14-DC)"
"X100001613",0.0639955632848661,0.037,3299,0.0803344738989892,1,0.556603140585853,-0.133471901047659,0.043,0.001956851,-0.0766276541856145,0.044,0.0848477070997034,"GENDERMale","X100022127:GENDERMale",0,0.254454347525407,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001613","tetradecanedioate (C14-DC)"
"X100001613",-0.0125229557599593,0.029,3299,0.660494832036506,1,0.973361896697123,0.552669069834155,0.035,0,0.0399695896936555,0.039,0.300881785083967,"GENDERMale","X100022127:GENDERMale",0,0.0117256586863826,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001613","tetradecanedioate (C14-DC)"
"X100001613",0.0667757290411152,0.036,3256,0.0620849192626206,1,0.47543977645849,-0.16027908388343,0.05,0.001289198,-0.0733553660124134,0.045,0.100690926729872,"GENDERMale","X100022127:GENDERMale",0,0.322904486945681,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001613","tetradecanedioate (C14-DC)"
"X100001614",0.0058774668947743,0.036,3256,0.870283748531846,1,0.980599599229595,-0.163005882183981,0.051,0.001272439,-0.00999853163512096,0.046,0.829380487411064,"GENDERMale","X100022127:GENDERMale",0,0.0085082885856705,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001614","hexadecanedioate (C16-DC)"
"X100001614",-0.0281551600883249,0.03,3256,0.34085310375691,1,0.893587866605954,0.564163566010718,0.041,0,0.047666461832602,0.038,0.213033230365282,"GENDERMale","X100022127:GENDERMale",0,0.0488627368282754,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001614","hexadecanedioate (C16-DC)"
"X100001614",0.00607420113551059,0.037,3299,0.869695097206401,1,0.993700279577227,-0.135027510270035,0.044,0.001971433,-0.00758623129630054,0.047,0.871877757169474,"GENDERMale","X100022127:GENDERMale",0,0.00274458799127851,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001614","hexadecanedioate (C16-DC)"
"X100001614",-0.0382775756778447,0.028,3182,0.176342196446044,1,0.657892040587163,0.501797862101349,0.044,0,0.0551028722962553,0.038,0.144860134135464,"GENDERMale","X100022127:GENDERMale",0,0.181845367820758,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001614","hexadecanedioate (C16-DC)"
"X100001614",0.0012157067090326,0.037,3182,0.973582238402061,1,0.99144186561363,-0.192521254473499,0.052,0.000217702,-0.0146622303752542,0.045,0.746923393902342,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001614","hexadecanedioate (C16-DC)"
"X100001614",-0.0291782278245184,0.03,3299,0.32739744513911,1,0.903290069146186,0.552350177133152,0.035,0,0.0495027646563337,0.039,0.200676985437747,"GENDERMale","X100022127:GENDERMale",0,0.0441727644146724,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001614","hexadecanedioate (C16-DC)"
"X100001615",-0.0162761985146311,0.032,3256,0.605734163053182,1,0.925679400612025,-0.160784866674164,0.051,0.001522304,0.0151238463751088,0.043,0.727693761387824,"GENDERMale","X100022127:GENDERMale",0,0.0335394006328938,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001615","octadecanedioate (C18-DC)"
"X100001615",-0.0173102649749195,0.037,3256,0.637685241333276,1,0.95426643896854,0.561808208196931,0.041,0,0.0200287843375522,0.041,0.624398699007488,"GENDERMale","X100022127:GENDERMale",0,0.02033034980503,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001615","octadecanedioate (C18-DC)"
"X100001615",-0.0182382243736914,0.032,3299,0.566995313434421,1,0.942346399665987,-0.134006985790481,0.044,0.002134975,0.0175609304479459,0.044,0.691911158748276,"GENDERMale","X100022127:GENDERMale",0,0.025789424372879,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001615","octadecanedioate (C18-DC)"
"X100001615",-0.0185459043248711,0.032,3182,0.558430511597956,1,0.981162623120958,-0.188472293097712,0.052,0.000315374,0.0129908094885052,0.043,0.761116161949214,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001615","octadecanedioate (C18-DC)"
"X100001615",-0.016330658090323,0.038,3299,0.664900899435468,1,0.973361896697123,0.549530600613835,0.035,0,0.0201824872335205,0.042,0.629086383016642,"GENDERMale","X100022127:GENDERMale",0,0.0117256586863826,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001615","octadecanedioate (C18-DC)"
"X100001615",-0.0242601514296859,0.035,3182,0.491018765432873,1,0.881733302073341,0.500024272876541,0.044,0,0.0224334696274376,0.04,0.576216339501487,"GENDERMale","X100022127:GENDERMale",0,0.0546627560847117,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001615","octadecanedioate (C18-DC)"
"X100001618",-0.0201657194807524,0.03,3256,0.497615365432143,1,0.910117897446695,-0.15926204553989,0.051,0.001658447,0.0612687708797269,0.043,0.154167026026976,"GENDERMale","X100022127:GENDERMale",0,0.0409023451580296,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001618","1-myristoylglycerol (14:0)"
"X100001618",0.0602144434085845,0.028,3256,0.0288553794204387,1,0.390554205178961,0.545871703279332,0.04,0,-0.00615053667313054,0.037,0.866661410019719,"GENDERMale","X100022127:GENDERMale",0,0.408318681693456,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001618","1-myristoylglycerol (14:0)"
"X100001618",0.0386335940832765,0.03,3182,0.199876049081809,1,0.709316222961055,0.493235846001834,0.044,0,-0.0218733785882946,0.037,0.557128945025453,"GENDERMale","X100022127:GENDERMale",0,0.149160107172623,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001618","1-myristoylglycerol (14:0)"
"X100001618",0.0643147461040501,0.027,3299,0.0183264311228414,1,0.395036404203469,0.535239831680087,0.035,0,-0.014913411493916,0.036,0.67648961436365,"GENDERMale","X100022127:GENDERMale",0,0.403362880535114,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001618","1-myristoylglycerol (14:0)"
"X100001618",-0.0197062091439782,0.03,3299,0.51374452974495,1,0.942346399665987,-0.132919982225779,0.043,0.002129269,0.0625111571795111,0.043,0.148465199215053,"GENDERMale","X100022127:GENDERMale",0,0.025789424372879,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001618","1-myristoylglycerol (14:0)"
"X100001618",-0.0181716089611768,0.033,3182,0.58293125735492,1,0.981162623120958,-0.184190763299617,0.052,0.000410296,0.0602434404421998,0.045,0.185109712400267,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001618","1-myristoylglycerol (14:0)"
"X100001620",-0.0612051364309353,0.032,3256,0.0539091006012611,1,0.45861201466419,-0.152116010290351,0.05,0.002161469,0.010213866061508,0.045,0.821342021262866,"GENDERMale","X100022127:GENDERMale",0,0.338554571860746,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001620","glycerophosphoethanolamine"
"X100001620",-0.0618020359172027,0.032,3299,0.0509181417500123,1,0.485809155713232,-0.122540009282992,0.043,0.004034652,0.0158633886761758,0.044,0.719223308261614,"GENDERMale","X100022127:GENDERMale",0,0.313534304602388,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001620","glycerophosphoethanolamine"
"X100001620",-0.0381736537826252,0.034,3182,0.260554698045171,1,0.981162623120958,-0.179316639307576,0.051,0.000453591,0.00378226379619796,0.047,0.935531381763871,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001620","glycerophosphoethanolamine"
"X100001620",0.0361433539641412,0.025,3256,0.154645376043534,1,0.685410427962454,0.556271516803088,0.041,0,-0.0729098877703523,0.039,0.0642152376868783,"GENDERMale","X100022127:GENDERMale",0,0.164049292418407,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001620","glycerophosphoethanolamine"
"X100001620",0.0359959205061227,0.025,3182,0.157531153999906,1,0.639104276738783,0.493775683016138,0.045,0,-0.0842011108307944,0.039,0.0291035596103384,"GENDERMale","X100022127:GENDERMale",0,0.194428276242965,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001620","glycerophosphoethanolamine"
"X100001620",0.0356883907402774,0.025,3299,0.154672078349383,1,0.737861881961811,0.54633058219185,0.035,0,-0.0736460821015622,0.038,0.0541504778673496,"GENDERMale","X100022127:GENDERMale",0,0.132024924783443,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001620","glycerophosphoethanolamine"
"X100001654",0.0685230914880105,0.027,3256,0.00990517057285038,1,0.259143936619821,0.559164487982372,0.041,0,-0.0218719464369826,0.038,0.563156812481386,"GENDERMale","X100022127:GENDERMale",0,0.586458948211136,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001654","1-arachidonoyl-GPI (20:4)*"
"X100001654",0.0747415430633404,0.028,3182,0.00858218378894479,1,0.229042173665424,0.493357936048019,0.045,0,-0.0353233313195194,0.038,0.354320472167944,"GENDERMale","X100022127:GENDERMale",0,0.640084543407608,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001654","1-arachidonoyl-GPI (20:4)*"
"X100001654",0.0669265850376443,0.027,3299,0.0130093756827996,1,0.315477360307889,0.547835064045384,0.036,0,-0.0186761050399866,0.038,0.618963562634302,"GENDERMale","X100022127:GENDERMale",0,0.501031801700817,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001654","1-arachidonoyl-GPI (20:4)*"
"X100001654",-0.0126383089685509,0.032,3256,0.689353795964731,1,0.947379813280052,-0.158418864902312,0.051,0.001828684,0.0330280252605272,0.043,0.440242512264003,"GENDERMale","X100022127:GENDERMale",0,0.0234758734337783,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001654","1-arachidonoyl-GPI (20:4)*"
