"chemid_x","trait_beta","trait_se","n","trait_p_val","trait_p_val_Bonf","trait_p_val_fdr","int_main_beta","int_main_se","int_main_p_val","int_cross_beta","int_cross_se","int_cross_p_val","interaction_term","cross_term","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named","model","trait","metaboltie","chemical_name"
"X100005396",-0.139856642791266,0.053,3182,0.00890475203875359,0.142476032620057,0.0356190081550143,0.641465096831951,0.129,0.00000069,-0.0662032840868863,0.135,0.624274885178544,"GENDERMale","X100020015:GENDERMale",0.846258186717229,1.44831817804519,"Not Sig","FDR<0.05","Dichotomized",NA,NA,"model_3","sdb_pc1","X100005396","5alpha-androstan-3alpha,17beta-diol 17-glucuronide"
"X100005403",0.0114621347174406,0.029,3256,0.695862299749377,1,0.947379813280052,-0.149061282329981,0.051,0.003555775,-0.0617916304259947,0.039,0.108883655000875,"GENDERMale","X100022127:GENDERMale",0,0.0234758734337783,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100005403","etiocholanolone glucuronide"
"X100005403",-0.0455114397239118,0.023,3182,0.0443745786632799,1,0.501235821598788,0.520864598659172,0.046,0,-0.0291286342740911,0.038,0.448977379060176,"GENDERMale","X100022127:GENDERMale",0,0.299957899037093,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100005403","etiocholanolone glucuronide"
"X100005403",-0.0391035543672023,0.022,3299,0.0749705679422476,1,0.545410881779851,0.574314698023585,0.037,0,-0.0322765727417599,0.036,0.375486257276965,"GENDERMale","X100022127:GENDERMale",0,0.263276201469934,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100005403","etiocholanolone glucuronide"
"X100005403",0.0146466990475868,0.029,3182,0.610324244610493,1,0.981162623120958,-0.180660104224902,0.053,0.000606581,-0.0534463228881264,0.038,0.161250218771695,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100005403","etiocholanolone glucuronide"
"X100005403",0.00867089217776657,0.029,3299,0.766158871510468,1,0.972909373220346,-0.121205403451392,0.044,0.006106811,-0.053270219207733,0.039,0.174618316727977,"GENDERMale","X100022127:GENDERMale",0,0.0119276124997849,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100005403","etiocholanolone glucuronide"
"X100005403",-0.0459154242799615,0.022,3256,0.0384361385121941,1,0.430830942938198,0.581976330843339,0.043,0,-0.0217534505499459,0.037,0.553394605909396,"GENDERMale","X100022127:GENDERMale",0,0.365693112559014,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100005403","etiocholanolone glucuronide"
"X100005850",0.0675785319659191,0.032,3182,0.0329620807169827,1,0.753388967531558,-0.176915027728803,0.053,0.000851215,-0.0252860690940571,0.042,0.547754112798309,"GENDERMale","X100022127:GENDERMale",0,0.122980743802578,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100005850","3-methylglutarylcarnitine (2)"
"X100005850",-0.033586658770971,0.031,3299,0.278562661263142,1,0.868762244701218,0.545871346294026,0.036,0,0.0345983508232796,0.042,0.40561039894459,"GENDERMale","X100022127:GENDERMale",0,0.0610990612292303,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100005850","3-methylglutarylcarnitine (2)"
"X100005850",0.0712986825432415,0.03,3299,0.0193538676167879,1,0.35199846728033,-0.121034728388495,0.044,0.006099271,-0.0329485494889011,0.042,0.437412943926773,"GENDERMale","X100022127:GENDERMale",0,0.453459227581937,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100005850","3-methylglutarylcarnitine (2)"
"X100005850",-0.0301630723482015,0.03,3182,0.311430500224303,1,0.801912534441907,0.493822062527106,0.045,0,0.0278540764744935,0.04,0.489679049038757,"GENDERMale","X100022127:GENDERMale",0,0.0958729981506742,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100005850","3-methylglutarylcarnitine (2)"
"X100005850",-0.0307126921429709,0.031,3256,0.32186539867987,1,0.892240459884558,0.556255415670302,0.041,0,0.0268698558890582,0.041,0.51517048559958,"GENDERMale","X100022127:GENDERMale",0,0.0495180869605824,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100005850","3-methylglutarylcarnitine (2)"
"X100005850",0.0621322120221135,0.031,3256,0.0437682216886564,1,0.454876875407108,-0.148789705718801,0.052,0.004095015,-0.0217089550083484,0.043,0.613704044057218,"GENDERMale","X100022127:GENDERMale",0,0.342106140853844,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100005850","3-methylglutarylcarnitine (2)"
"X100005985",-0.0466055431250231,0.027,3299,0.0843579359162298,1,0.57760374944995,0.54115352316364,0.043,0,0.0590262909527532,0.044,0.178970134055564,"GENDERMale","X100022127:GENDERMale",0,0.238369996255352,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100005985","sphingomyelin (d18:2/14:0, d18:1/14:1)*"
"X100005985",-0.103321740699124,0.04,3256,0.00950736014869117,1,0.317842695948758,-0.20215245296011,0.058,0.000512473,0.0941058941810832,0.055,0.0889815979446324,"GENDERMale","X100022127:GENDERMale",0,0.497787764241695,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100005985","sphingomyelin (d18:2/14:0, d18:1/14:1)*"
"X100005985",-0.0463913097053207,0.027,3256,0.0876265426825645,1,0.54065217218531,0.547922951890156,0.049,0,0.0522208421361756,0.044,0.236957279274327,"GENDERMale","X100022127:GENDERMale",0,0.26708204779949,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100005985","sphingomyelin (d18:2/14:0, d18:1/14:1)*"
"X100005985",-0.0318471003487952,0.046,3182,0.492240835882229,1,0.981162623120958,-0.180847710619002,0.061,0.003255111,0.0654119907812709,0.055,0.236205887883928,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100005985","sphingomyelin (d18:2/14:0, d18:1/14:1)*"
"X100005985",-0.103073258515074,0.04,3299,0.0101404756223625,1,0.29809880056539,-0.178283043603988,0.051,0.000496319,0.0847543346960115,0.056,0.128923472200898,"GENDERMale","X100022127:GENDERMale",0,0.525639771397361,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100005985","sphingomyelin (d18:2/14:0, d18:1/14:1)*"
"X100005985",-0.0433771183283794,0.031,3182,0.161771887334401,1,0.639104276738783,0.472118629817088,0.051,0,0.0150560238259577,0.045,0.735844059368206,"GENDERMale","X100022127:GENDERMale",0,0.194428276242965,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100005985","sphingomyelin (d18:2/14:0, d18:1/14:1)*"
"X100005986",-0.0525620206614286,0.03,3256,0.0795720284847174,1,0.524161469494218,-0.170634598368347,0.051,0.000795973,0.00558623342862094,0.042,0.8932525089387,"GENDERMale","X100022127:GENDERMale",0,0.280534906703162,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100005986","sphingomyelin (d18:1/24:1, d18:2/24:0)*"
"X100005986",-0.00321399255384,0.036,3182,0.928935619138467,1,0.99144186561363,-0.190568933538064,0.052,0.000267046,-0.00175876709464079,0.042,0.966359614801979,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100005986","sphingomyelin (d18:1/24:1, d18:2/24:0)*"
"X100005986",-0.0301400256205954,0.026,3182,0.253831764323333,1,0.796942461323209,0.496692775804066,0.045,0,0.00525534373871225,0.039,0.893288347123833,"GENDERMale","X100022127:GENDERMale",0,0.0985730332235728,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100005986","sphingomyelin (d18:1/24:1, d18:2/24:0)*"
"X100005986",-0.031073645086188,0.024,3299,0.192412172683928,1,0.766055521912899,0.547707434613751,0.035,0,0.0230017588658456,0.038,0.545743258434776,"GENDERMale","X100022127:GENDERMale",0,0.115739752578161,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100005986","sphingomyelin (d18:1/24:1, d18:2/24:0)*"
"X100005986",-0.0467772315115665,0.03,3299,0.119707068706938,1,0.635937214711272,-0.139495587032766,0.044,0.001376007,0.000857562343590339,0.041,0.983259898111947,"GENDERMale","X100022127:GENDERMale",0,0.196585759588109,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100005986","sphingomyelin (d18:1/24:1, d18:2/24:0)*"
"X100005986",-0.0292271076718236,0.024,3256,0.218031946572646,1,0.764425258465541,0.557303079954243,0.042,0,0.0177546694583923,0.039,0.645824189456063,"GENDERMale","X100022127:GENDERMale",0,0.11666497123637,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100005986","sphingomyelin (d18:1/24:1, d18:2/24:0)*"
"X100006051",0.0528778456311628,0.035,3182,0.132783396328286,1,0.913581473434709,-0.191652229834371,0.052,0.000200571,-0.0583072193033355,0.044,0.186208978347507,"GENDERMale","X100022127:GENDERMale",0,0.0392527160888755,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100006051","myristoleoylcarnitine (C14:1)*"
"X100006051",0.0367673082155311,0.035,3256,0.293910385802598,1,0.847855692907574,-0.162550516319061,0.05,0.001168472,-0.0447362748862552,0.043,0.302909940564422,"GENDERMale","X100022127:GENDERMale",0,0.071678059426165,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100006051","myristoleoylcarnitine (C14:1)*"
"X100006051",-0.0278052687063362,0.026,3182,0.286956155135403,1,0.797931614735472,0.503135686033128,0.044,0,0.0835278732605901,0.039,0.034329308501548,"GENDERMale","X100022127:GENDERMale",0,0.0980343274658812,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100006051","myristoleoylcarnitine (C14:1)*"
"X100006051",0.0392321573775257,0.035,3299,0.26640148434059,1,0.783667191642734,-0.13450961931429,0.043,0.001773058,-0.0457596121606803,0.043,0.288878700963461,"GENDERMale","X100022127:GENDERMale",0,0.105868334662184,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100006051","myristoleoylcarnitine (C14:1)*"
"X100006051",-0.0351894890865449,0.027,3299,0.196077134238548,1,0.769304171655593,0.553275579242914,0.035,0,0.0885432444047445,0.04,0.0266006874258148,"GENDERMale","X100022127:GENDERMale",0,0.113901912535485,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100006051","myristoleoylcarnitine (C14:1)*"
"X100006051",-0.0314929454894357,0.027,3256,0.235647033460529,1,0.769546225236213,0.564464953512643,0.041,0,0.079921139176809,0.039,0.0422423586225316,"GENDERMale","X100022127:GENDERMale",0,0.113765287772652,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100006051","myristoleoylcarnitine (C14:1)*"
"X100006092",0.00613594600619809,0.04,3182,0.877401513820717,1,0.99144186561363,-0.190501132815215,0.052,0.000273523,-0.0144909281335906,0.053,0.784597293548804,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100006092","tyramine O-sulfate"
"X100006092",0.0150706316883785,0.04,3256,0.707880544500034,1,0.947379813280052,-0.163529134342762,0.051,0.001236529,-0.0251852547224816,0.053,0.636748830146163,"GENDERMale","X100022127:GENDERMale",0,0.0234758734337783,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100006092","tyramine O-sulfate"
"X100006092",0.0307796749224013,0.041,3299,0.453374624221377,1,0.909875969989109,-0.138759274697624,0.044,0.001541989,-0.0273150038917573,0.053,0.603321280735176,"GENDERMale","X100022127:GENDERMale",0,0.0410178046245137,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100006092","tyramine O-sulfate"
"X100006092",-0.0072457531581119,0.029,3256,0.802400650805473,1,0.987975662924106,0.559767991984005,0.042,0,0.0265735200298866,0.044,0.545432377528908,"GENDERMale","X100022127:GENDERMale",0,0.00525375337587936,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100006092","tyramine O-sulfate"
"X100006092",-0.0151132459375034,0.028,3182,0.592063315575347,1,0.914007558792711,0.497662541322856,0.045,0,0.0341478363839637,0.044,0.436172568375705,"GENDERMale","X100022127:GENDERMale",0,0.0390502126596149,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100006092","tyramine O-sulfate"
"X100006092",-0.00310887766410163,0.029,3299,0.915409693894259,1,0.987088419632518,0.547166062463691,0.036,0,0.0291203829583377,0.044,0.508425074724618,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100006092","tyramine O-sulfate"
"X100006108",0.0286331064776213,0.033,3256,0.38196522724347,1,0.896344874541371,-0.163994236111872,0.051,0.001192556,-0.00278474231446857,0.04,0.944643960920565,"GENDERMale","X100022127:GENDERMale",0,0.0475248605469043,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100006108","phenylacetylcarnitine"
"X100006108",-0.0143298628147189,0.024,3182,0.556007186972303,1,0.907704767948421,0.495473350674344,0.044,0,-0.0350973139275843,0.038,0.351432239778861,"GENDERMale","X100022127:GENDERMale",0,0.0420553833072108,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100006108","phenylacetylcarnitine"
"X100006108",0.0258799827400291,0.033,3299,0.427502801069412,1,0.900704939156937,-0.135386588359573,0.044,0.001864351,-0.000543693791661583,0.04,0.989169921608142,"GENDERMale","X100022127:GENDERMale",0,0.0454174557277406,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100006108","phenylacetylcarnitine"
"X100006108",-0.00936683621965007,0.024,3256,0.701821900021842,1,0.97277735008508,0.559164377069411,0.041,0,-0.0352399717384231,0.037,0.334512899422641,"GENDERMale","X100022127:GENDERMale",0,0.0119865499623585,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100006108","phenylacetylcarnitine"
